target,target_freq,relatum,relatum_freq,pos,relation,g_square,g_pvalue,order,order_pvalue,distance,relatum_is
hold,135109,grasp,6108,VERB,HYP-HPO,148.25517511367798,0.0,-0.1125827814569536,7.006492321624085e-46,22.748344370860927,HPO
agreement,28679,bargain,3504,NOUN,HYP-HPO,24.398966550827023,7.831069169794702e-07,-0.0476190476190476,9.5367431640625e-07,29.666666666666668,HPO
understanding,26965,bargain,3504,NOUN,HYP-HPO,0.0212272405624389,0.8841616063944342,0.0,0.0625,35.8,HPO
statement,41974,bargain,3504,NOUN,HYP-HPO,1.5358351469039917,0.2152388013645633,0.0,0.0625,19.2,HPO
deal,35905,agreement,28679,NOUN,HYP-HPO,617.6370480060577,0.0,-0.1051051051051051,1.142987391282275e-100,27.68768768768769,HYP
deal,35905,understanding,26965,NOUN,HYP-HPO,0.0335676670074462,0.8546294734895352,0.1785714285714285,2.775557561562892e-17,19.464285714285715,HYP
statement,41974,deal,35905,NOUN,HYP-HPO,4.368697285652161,0.036604966197661,0.2571428571428571,4.930380657631324e-32,44.180952380952384,HPO
deal,35905,bargain,3504,NOUN,SYN,268.1395312547684,0.0,0.0588235294117647,5.169878828456423e-26,21.34117647058824,SYN
person,131990,producer,15991,NOUN,HYP-HPO,2.931613206863404,0.0868606584833466,-0.1881188118811881,7.888609052210118e-31,70.86138613861387,HPO
individual,47755,producer,15991,NOUN,HYP-HPO,0.9101309776306152,0.340079668889685,0.081081081081081,1.4551915228366852e-11,23.27027027027027,HPO
soul,27280,producer,15991,NOUN,HYP-HPO,24.5927928686142,7.081609505465991e-07,-0.0566037735849056,2.220446049250313e-16,23.0,HPO
tend,40955,lean,19378,VERB,SYN,47.25804686546326,6.223022097628928e-12,0.7755102040816326,6.310887241768096e-30,8.183673469387756,SYN
lean,19378,incline,209,VERB,SYN,1.4118096828460691,0.2347562077892385,-0.0,1.0,7.0,SYN
representation,11905,scenery,2177,NOUN,HYP-HPO,0.1649653911590576,0.6846255438678848,0.0,1.0,4.0,HPO
boy,92500,schoolboy,484,NOUN,HYP-HPO,40.24253046512604,2.243113472744085e-10,-0.2222222222222222,7.62939453125e-06,26.88888888888889,HPO
youth,24946,schoolboy,484,NOUN,HYP-HPO,1.673363208770752,0.1958086652937387,-0.0,0.5,4.5,HPO
male,14657,schoolboy,484,NOUN,HYP-HPO,0.6322286128997803,0.4265390206092732,0.0,1.0,25.0,HPO
hold,135109,support,64376,VERB,SYN,25.83515417575836,3.718537673336186e-07,-0.0247116968698517,3.7654997892232556e-183,20.8665568369028,SYN
shrink,4289,wrinkle,539,VERB,HYP-HPO,2.3357057571411133,0.1264376747562509,-0.0,1.0,2.0,HPO
reduce,49548,wrinkle,539,VERB,HYP-HPO,1.1486129760742188,0.2838396906007325,0.0,0.25,20.666666666666668,HPO
beat,20320,surpass,2377,VERB,HYP-HPO,1.5204336643218994,0.2175538787044613,-0.0,0.0625,25.4,HPO
crush,3907,surpass,2377,VERB,HYP-HPO,5.520074486732483,0.0187994582848055,-0.0,0.25,26.666666666666668,HPO
overcome,10985,surpass,2377,VERB,HYP-HPO,5.170458674430847,0.0229741491324179,0.0,0.0625,5.6,HPO
defeat,6746,surpass,2377,VERB,HYP-HPO,0.9825406074523926,0.3215723750114856,-0.0,0.5,70.5,HPO
beat,20320,exceed,8261,VERB,HYP-HPO,1.4685304164886477,0.225577704067813,-0.0,0.03125,16.166666666666668,HPO
exceed,8261,crush,3907,VERB,HYP-HPO,0.4440181255340576,0.5051894259737042,-0.0,1.0,5.0,HYP
overcome,10985,exceed,8261,VERB,HYP-HPO,1.3805207014083862,0.2400124728661248,-0.25,0.0078125,26.25,HPO
exceed,8261,defeat,6746,VERB,HYP-HPO,0.0068185329437255,0.934189950800175,-0.0,0.25,46.66666666666666,HYP
beat,20320,outdo,625,VERB,HYP-HPO,1.5408544540405271,0.2144906661957261,0.0,0.5,14.5,HPO
defeat,6746,outdo,625,VERB,HYP-HPO,1.3482489585876465,0.2455844696186183,-0.0,1.0,7.0,HPO
surpass,2377,outdo,625,VERB,SYN,3.12692654132843,0.0770087961115597,0.0,1.0,31.0,SYN
oblige,2739,parade,764,VERB,HYP-HPO,2.509905338287353,0.1131327272140718,0.0,1.0,18.0,HPO
spread,14747,scatter,5916,VERB,HYP-HPO,20.554227709770203,5.796563132931532e-06,0.2222222222222222,7.62939453125e-06,10.27777777777778,HPO
distribute,10801,scatter,5916,VERB,HYP-HPO,0.0415265560150146,0.8385249094387747,-0.0,0.125,23.25,HPO
spread,14747,sprinkle,4678,VERB,HYP-HPO,70.49281632900238,0.0,0.8666666666666667,1.862645149230957e-09,18.366666666666667,HPO
distribute,10801,sprinkle,4678,VERB,HYP-HPO,2.632630467414856,0.1046881437919158,-0.0,0.03125,15.0,HPO
spread,14747,disperse,2021,VERB,HYP-HPO,39.10487902164459,4.0163905534740247e-10,0.0666666666666666,6.103515625e-05,13.533333333333331,HPO
distribute,10801,disperse,2021,VERB,HYP-HPO,12.805501937866213,0.00034560148138,0.0,0.015625,15.571428571428571,HPO
discharge,2502,disperse,2021,VERB,HYP-HPO,8.692562222480774,0.0031951115828485,-0.0,0.25,32.666666666666664,HPO
scatter,5916,sprinkle,4678,VERB,SYN,28.10113263130188,1.1513845632471489e-07,0.3333333333333333,0.00048828125,8.666666666666666,SYN
scatter,5916,disperse,2021,VERB,SYN,58.37514352798462,2.164934898019056e-14,0.0,0.0001220703125,19.785714285714285,SYN
message,44786,ridicule,610,NOUN,HYP-HPO,1.080984115600586,0.298477506919944,0.0,0.25,24.0,HPO
midst,5929,inside,962,NOUN,HYP-HPO,0.9113503694534302,0.3397563796876799,0.0,1.0,9.0,HYP
region,46282,midst,5929,NOUN,HYP-HPO,3.177403450012207,0.0746632891131588,-0.391304347826087,2.384185791015625e-07,30.60869565217392,HPO
part,205500,midst,5929,NOUN,HYP-HPO,13.366543889045715,0.0002561529580059,-0.1287128712871287,7.888609052210118e-31,29.95049504950495,HPO
activity,73747,ritual,5521,NOUN,HYP-HPO,86.18537986278534,0.0,-0.05,1.6543612251060552e-24,19.5375,HPO
meet,97608,reunite,1282,VERB,HYP-HPO,20.298369646072388,6.625701788776084e-06,-0.2727272727272727,4.76837158203125e-07,32.09090909090909,HPO
apprehension,1456,suspense,1303,NOUN,HYP-HPO,7.928915500640869,0.0048650948279158,-0.0,0.5,7.5,HPO
fear,31603,suspense,1303,NOUN,HYP-HPO,8.451939105987549,0.0036465443682256,-0.25,0.0078125,7.5,HPO
suspense,1303,fright,885,NOUN,HYP-HPO,3.5960280895233154,0.057917793830845,0.0,1.0,2.0,HYP
sharp,16635,shrill,1065,ADJ,SYN,19.321850895881653,1.1043528989951312e-05,0.25,0.0078125,2.5,SYN
investment,35277,venture,7101,NOUN,HYP-HPO,1535.453312277794,0.0,-0.002932551319648,4.464794497196389e-103,18.821114369501466,HPO
state,214289,sensitivity,5663,NOUN,HYP-HPO,0.0038485527038574,0.9505336023246734,-0.1884057971014492,3.3881317890172014e-21,23.28985507246377,HPO
feeling,41374,sensitivity,5663,NOUN,HYP-HPO,103.99813580513,0.0,-0.4153846153846154,5.421010862427522e-20,16.215384615384615,HPO
structure,43260,shelter,9290,NOUN,HYP-HPO,10.78825581073761,0.0010214608351346,0.1,1.8189894035458565e-12,16.65,HPO
business,145869,sector,19913,NOUN,HYP-HPO,2382.611775279045,0.0,0.197463768115942,0.0,15.048913043478262,HYP
popular,41548,unpopular,1769,ADJ,ANT,227.1444000005722,0.0,0.4603174603174603,2.1684043449710093e-19,12.031746031746032,ANT
line,131445,track,35280,NOUN,HYP-HPO,432.019616484642,0.0,-0.0045385779122541,2.090272282608417e-199,21.919818456883508,HPO
track,35280,location,28610,NOUN,HYP-HPO,80.77884423732758,0.0,0.3576642335766423,1.1479437019748899e-41,18.72992700729927,HYP
course,60313,location,28610,NOUN,HYP-HPO,32.85684323310852,9.920124721674028e-09,0.0691823899371069,2.7369110631344083e-48,17.58490566037736,HYP
course,60313,track,35280,NOUN,SYN,194.6682412624359,0.0,0.0264900662251655,2.454546732648864e-91,17.026490066225165,SYN
seize,5765,snatch,2852,VERB,HYP-HPO,2.898492813110352,0.0886624176061252,-0.0,0.25,19.666666666666668,HPO
clutch,3454,snatch,2852,VERB,HYP-HPO,22.599984645843502,1.9948620054721644e-06,-0.0,0.015625,28.0,HPO
bend,10132,arch,662,VERB,HYP-HPO,7.188230872154236,0.0073383296871845,0.0,0.25,17.333333333333332,HPO
disturbance,3047,perturbation,429,NOUN,SYN,16.40251088142395,5.1217338924658407e-05,0.0,0.25,13.0,SYN
meet,97608,front,714,VERB,HYP-HPO,0.2677967548370361,0.6048135714920662,0.0,0.0625,32.6,HPO
open,76624,reopen,1714,VERB,HYP-HPO,18.8202440738678,1.4363445682619158e-05,0.1818181818181818,4.76837158203125e-07,84.31818181818181,HPO
person,131990,layman,742,NOUN,HYP-HPO,11.127851724624634,0.0008504102827959,0.2,6.103515625e-05,49.46666666666667,HPO
individual,47755,layman,742,NOUN,HYP-HPO,3.175715684890747,0.0747404615920649,0.0,0.0625,46.4,HPO
soul,27280,layman,742,NOUN,HYP-HPO,0.5258617401123047,0.4683518849587608,-0.0,0.5,22.0,HPO
layman,742,laity,665,NOUN,HOL-MER,22.15846562385559,2.5104651193430527e-06,0.0,0.25,21.0,HOL
layman,742,clergyman,583,NOUN,ANT,88.67320024967194,0.0,-0.3333333333333333,0.00390625,8.11111111111111,ANT
note,30243,trill,143,NOUN,HYP-HPO,33.80080449581146,6.105361105568363e-09,-0.0,0.015625,26.142857142857142,HPO
traveler,6430,horseman,942,NOUN,HYP-HPO,0.8309887647628784,0.3619867731298138,0.0,1.0,6.0,HPO
rider,7189,horseman,942,NOUN,HYP-HPO,119.5309637784958,0.0,-0.3,1.9073486328125e-06,23.15,HPO
line,131445,headline,6133,NOUN,HYP-HPO,26.26030671596527,2.983582476634439e-07,0.0714285714285714,1.0339757656912846e-25,33.142857142857146,HPO
newspaper,26462,headline,6133,NOUN,HOL-MER,2201.749103784561,0.0,0.3861892583120204,3.965534120805702e-118,10.340153452685422,MER
paper,72185,headline,6133,NOUN,HOL-MER,354.0740061998368,0.0,0.0538922155688622,1.0691058840368785e-50,16.11377245508982,MER
state,26555,profess,1607,VERB,HYP-HPO,3.778745174407959,0.0519075744178041,0.0,0.03125,25.33333333333333,HPO
say,1278162,profess,1607,VERB,HYP-HPO,14.23038685321808,0.0001617376139624,-0.1592356687898089,1.0947644252537631e-47,30.076433121019107,HPO
tell,297784,profess,1607,VERB,HYP-HPO,12.34874176979065,0.0004412837869143,-0.0212765957446808,1.4210854715202004e-14,31.74468085106383,HPO
performance,56899,act,54432,NOUN,HYP-HPO,133.92801821231842,0.0,-0.0517241379310344,3.488120700934677e-105,30.278735632183903,HPO
performance,56899,routine,13305,NOUN,HYP-HPO,143.4592446088791,0.0,-0.0140845070422535,3.5873240686715325e-43,43.5281690140845,HPO
number,174399,performance,56899,NOUN,HYP-HPO,393.0052841901779,0.0,0.1141804788213628,0.0,27.36279926335175,HYP
act,54432,routine,13305,NOUN,SYN,17.148144483566284,3.4574699691258814e-05,0.0571428571428571,1.694065894508601e-21,52.94285714285714,SYN
number,174399,act,54432,NOUN,SYN,152.04972350597382,0.0,0.0083036773428232,3.409915766259544e-254,104.80071174377224,SYN
number,174399,routine,13305,NOUN,SYN,25.14581596851349,5.315485441803602e-07,0.1666666666666666,3.186183822264905e-58,43.32291666666666,SYN
style,43893,device,34227,NOUN,HYP-HPO,12.31100606918335,0.0004502951954004,0.1764705882352941,3.009265538105056e-36,18.949579831932773,HPO
device,34227,communication,29767,NOUN,HYP-HPO,1505.1270555257795,0.0,-0.2846715328467153,2.170662841294021e-165,23.85948905109489,HYP
frighten,2481,intimidate,2360,VERB,HYP-HPO,35.697160601615906,2.3049971931143887e-09,-0.5,0.0078125,7.25,HPO
scare,6008,intimidate,2360,VERB,HYP-HPO,84.15343725681305,0.0,0.0526315789473684,3.814697265625e-06,12.789473684210526,HPO
shake,36894,intimidate,2360,VERB,HYP-HPO,4.049442410469055,0.0441859372951368,0.2,0.001953125,20.9,HPO
protection,26708,mulch,1341,NOUN,HYP-HPO,5.110979676246643,0.0237748915465104,-0.0,0.03125,16.0,HPO
use,382512,implement,17412,VERB,HYP-HPO,480.14754688739777,0.0,0.0669745958429561,4.064936359238081e-261,21.102771362586605,HPO
implement,17412,utilize,7355,VERB,HYP-HPO,144.72852337360382,0.0,-0.1864406779661017,3.469446951953614e-18,25.966101694915253,HYP
implement,17412,employ,14992,VERB,HYP-HPO,15.145020246505736,9.956055772331052e-05,-0.375,4.656612873077393e-10,14.1875,HYP
interview,33909,questioning,660,NOUN,HYP-HPO,28.288968920707703,1.044897421920155e-07,0.6363636363636364,0.0009765625,29.09090909090909,HYP
mountain,43299,formation,10928,NOUN,HYP-HPO,82.96760702133179,0.0,0.0697674418604651,2.5849394142282115e-26,19.69767441860465,HYP
hardly,20075,barely,18317,ADV,SYN,53.39420521259308,2.728928194528636e-13,-0.0,4.33680868994202e-19,14.774193548387096,SYN
barely,18317,scarcely,2768,ADV,SYN,16.16316819190979,5.811315005488371e-05,0.1666666666666666,0.00048828125,25.33333333333333,SYN
hardly,20075,scarcely,2768,ADV,SYN,17.28316378593445,3.2202751230614446e-05,0.3846153846153846,0.000244140625,18.615384615384617,SYN
name,126948,label,11468,NOUN,HYP-HPO,586.1737612485886,0.0,0.0130548302872062,1.0151767349262597e-115,22.66057441253264,HPO
brand,17556,label,11468,NOUN,HYP-HPO,650.260111451149,0.0,0.1685393258426966,5.220243574398821e-54,17.5561797752809,HPO
meet,97608,convene,1371,VERB,HYP-HPO,27.64192008972168,1.4598056230497036e-07,-0.0,2.9802322387695312e-08,21.0,HPO
gather,17706,convene,1371,VERB,HYP-HPO,8.47999358177185,0.0035907336935966,0.0,0.03125,13.0,HPO
assemble,5905,convene,1371,VERB,HYP-HPO,14.859417080879211,0.0001158283265498,-0.0,0.0625,28.2,HPO
interact,6807,convene,1371,VERB,HYP-HPO,0.3358330726623535,0.5622443837359274,-0.0,1.0,22.0,HPO
extent,20003,magnitude,7007,NOUN,HYP-HPO,96.8631992340088,0.0,-0.0612244897959183,3.552713678800501e-15,14.040816326530612,HYP
property,44421,extent,20003,NOUN,HYP-HPO,157.13251304626465,0.0,-0.1975308641975308,3.4211388289180104e-49,58.91358024691358,HPO
class,97100,elite,14303,NOUN,HYP-HPO,1871.5604195594788,0.0,-0.09375,2.376364457868951e-212,17.583806818181817,HPO
series,59102,contest,10120,NOUN,HYP-HPO,26.89472270011902,2.148447233452089e-07,0.1470588235294117,6.776263578034403e-21,17.544117647058822,HYP
series,59102,competition,25169,NOUN,HYP-HPO,35.5013108253479,2.5487898458464997e-09,0.0833333333333333,8.968310171678831e-44,25.72222222222222,HYP
measure,38719,bag,37063,NOUN,HYP-HPO,27.07547390460968,1.956647069922824e-07,-0.0769230769230769,3.637978807091713e-12,16.487179487179485,HPO
bag,37063,quantity,7891,NOUN,HYP-HPO,27.562918424606323,1.520663099885411e-07,-0.238095238095238,4.547473508864641e-13,61.97619047619048,HYP
amount,57351,bag,37063,NOUN,HYP-HPO,4.922451615333557,0.0265098731658522,0.0206896551724137,4.484155085839417e-44,27.779310344827586,HPO
criticize,9492,deplore,510,VERB,HYP-HPO,8.938493251800537,0.0027922295339209,-0.0,0.25,25.0,HPO
periodical,1015,weekly,124,NOUN,HYP-HPO,7.91752827167511,0.0048958113613118,0.0,1.0,15.0,HPO
series,59102,weekly,124,NOUN,HYP-HPO,3.151569128036499,0.0758539878419984,0.0,0.5,14.5,HPO
bring,138517,deliver,25659,VERB,HYP-HPO,52.5093777179718,4.2821302059792293e-13,-0.0160771704180064,4.794036587204811e-94,56.85852090032154,HPO
deliver,25659,fetch,2590,VERB,HYP-HPO,9.194665312767029,0.0024272146558815,0.0909090909090909,0.0009765625,17.272727272727273,HYP
condition,61617,despair,4009,NOUN,HYP-HPO,34.53186368942261,4.193304370403439e-09,-0.2682926829268293,9.094947017729282e-13,12.24390243902439,HPO
state,214289,desperation,2333,NOUN,HYP-HPO,0.0537922382354736,0.816591188679931,0.5555555555555556,1.4901161193847656e-08,13.51851851851852,HPO
condition,61617,desperation,2333,NOUN,HYP-HPO,0.0939371585845947,0.7592303028628774,-0.1111111111111111,0.00390625,17.333333333333332,HPO
despair,4009,desperation,2333,NOUN,SYN,114.04474401474,0.0,0.238095238095238,9.5367431640625e-07,5.904761904761905,SYN
apply,44379,misuse,489,VERB,HYP-HPO,6.545878887176514,0.0105127382369594,0.0,0.0625,71.0,HPO
change,97287,smooth,2974,VERB,HYP-HPO,0.4172027111053467,0.5183361474743649,0.0526315789473684,3.814697265625e-06,16.57894736842105,HPO
discuss,39219,negotiate,7910,VERB,HYP-HPO,32.00865590572357,1.5348714299534553e-08,0.3478260869565217,2.8421709430404014e-14,42.52173913043478,HPO
feature,45800,chin,6593,NOUN,HYP-HPO,106.9400885105133,0.0,0.4933333333333333,5.293955920339377e-23,19.826666666666668,HPO
face,108661,chin,6593,NOUN,HOL-MER,1836.2105294466016,0.0,0.235621521335807,1.1113793747425387e-162,17.836734693877553,MER
price,81043,expenditure,5036,NOUN,HYP-HPO,256.1812733411789,0.0,0.0518518518518518,4.591774807899561e-41,20.07407407407408,HYP
achieve,34571,succeed,14117,VERB,HYP-HPO,234.8753929138184,0.0,-0.1773049645390071,7.174648137343065e-43,14.815602836879432,HYP
succeed,14117,accomplish,13288,VERB,HYP-HPO,28.031630158424377,1.1934866206431138e-07,0.375,4.656612873077393e-10,20.78125,HPO
succeed,14117,attain,4716,VERB,HYP-HPO,16.373564958572388,5.200551103357043e-05,0.4285714285714285,0.0001220703125,12.571428571428571,HPO
achieve,34571,accomplish,13288,VERB,SYN,319.7780281305313,0.0,0.0807453416149068,6.842277657836021e-49,16.440993788819874,SYN
achieve,34571,attain,4716,VERB,SYN,326.82166171073914,0.0,-0.0188679245283018,2.465190328815662e-32,18.0377358490566,SYN
accomplish,13288,attain,4716,VERB,SYN,51.10621559619904,8.74966765707086e-13,0.0833333333333333,1.1920928955078125e-07,17.125,SYN
reach,72365,attain,4716,VERB,SYN,124.89459705352785,0.0,0.3255813953488372,2.5849394142282115e-26,20.011627906976745,SYN
prairie,3362,tract,3190,NOUN,HYP-HPO,31.84056806564331,1.6736039665232738e-08,0.3333333333333333,0.00390625,20.77777777777778,HYP
element,37323,germanium,91,NOUN,HYP-HPO,52.55296289920807,4.187761248886091e-13,-0.1111111111111111,0.00390625,15.88888888888889,HPO
quality,56135,identity,28882,NOUN,HYP-HPO,17.334317445755005,3.1347444091833765e-05,-0.0149253731343283,9.183549615799119e-41,78.65671641791045,HPO
identity,28882,sameness,441,NOUN,HYP-HPO,56.984829902648926,4.39648317751562e-14,0.1428571428571428,0.0001220703125,14.357142857142858,HYP
practice,72713,exploitation,2943,NOUN,HYP-HPO,84.65187549591064,0.0,0.1071428571428571,2.775557561562892e-17,27.428571428571427,HPO
pattern,38963,exploitation,2943,NOUN,HYP-HPO,13.817738652229307,0.0002014255171411,0.7777777777777778,7.62939453125e-06,16.833333333333332,HPO
birthday,13024,anniversary,7217,NOUN,HYP-HPO,1303.176543593407,0.0,0.3939393939393939,5.795634610449096e-70,9.935064935064934,HYP
wealth,17209,affluence,614,NOUN,HYP-HPO,124.06190192699432,0.0,0.217391304347826,2.384185791015625e-07,11.608695652173912,HPO
head,149419,muzzle,988,NOUN,HOL-MER,169.92034363746643,0.0,-0.088235294117647,6.776263578034403e-21,15.926470588235292,MER
act,54432,mistake,24892,NOUN,HYP-HPO,0.2644438743591308,0.6070834594415373,-0.0864197530864197,8.271806125530277e-25,20.17283950617284,HPO
act,54432,error,20788,NOUN,HYP-HPO,2.934895157814026,0.0866842906624969,-0.0256410256410256,6.617444900424223e-24,22.102564102564106,HPO
act,54432,fault,13388,NOUN,HYP-HPO,1.0932995080947876,0.295741299169023,0.1666666666666666,7.105427357601002e-15,20.104166666666668,HPO
mistake,24892,error,20788,NOUN,SYN,1306.3653600215912,0.0,0.1413881748071979,1.5862136483222808e-117,16.403598971722364,SYN
mistake,24892,fault,13388,NOUN,SYN,66.59837651252747,3.3306690738754696e-16,0.15625,1.0842021724855044e-19,22.765625,SYN
error,20788,fault,13388,NOUN,SYN,61.99132752418518,3.4416913763379853e-15,0.25,2.775557561562892e-17,15.303571428571429,SYN
food,117669,mixture,14540,NOUN,HYP-HPO,212.8114436864853,0.0,-0.062730627306273,5.271098971615262e-82,14.04059040590406,HPO
expand,18238,enlarge,1990,VERB,HYP-HPO,105.58404803276062,0.0,-0.1333333333333333,1.862645149230957e-09,13.4,HYP
interest,88875,share,26649,NOUN,HYP-HPO,167.02251660823822,0.0,-0.0259740259740259,3.835229269763849e-93,30.01298701298701,HYP
interest,88875,portion,17166,NOUN,HYP-HPO,84.33012974262238,0.0,-0.0217391304347826,8.156630584998156e-56,44.369565217391305,HYP
part,205500,interest,88875,NOUN,HYP-HPO,155.44605112075806,0.0,0.0564738292011019,0.0,29.867768595041323,HPO
interest,88875,percentage,19764,NOUN,HYP-HPO,199.11324954032892,0.0,0.137546468401487,2.1084395886461046e-81,31.66542750929368,HYP
share,26649,stake,9461,NOUN,HYP-HPO,400.15238857269287,0.0,0.0845070422535211,3.5873240686715325e-43,14.943661971830986,HPO
portion,17166,stake,9461,NOUN,HYP-HPO,2.1953753232955933,0.138425488043217,-0.0,0.0001220703125,14.214285714285714,HPO
part,205500,stake,9461,NOUN,HYP-HPO,12.184325814247131,0.0004819275386079,0.1486486486486486,5.605193857299268e-45,38.817567567567565,HPO
percentage,19764,stake,9461,NOUN,HYP-HPO,21.789682984352112,3.042316758627983e-06,0.3103448275862069,3.725290298461914e-09,148.0344827586207,HPO
interest,88875,stake,9461,NOUN,SYN,535.3083369731903,0.0,0.45,1.0295115178936058e-84,14.310714285714283,SYN
round,7720,square,5996,ADJ,ANT,27.70291292667389,1.414495569562746e-07,-0.0666666666666666,6.103515625e-05,7.733333333333333,ANT
cry,22344,sob,2238,VERB,HYP-HPO,680.1303681135178,0.0,0.4049586776859504,7.52316384526264e-37,17.867768595041323,HPO
weep,2662,sob,2238,VERB,HYP-HPO,108.22112429141998,0.0,0.2222222222222222,7.62939453125e-06,16.055555555555557,HPO
paint,10164,wash,2526,NOUN,HYP-HPO,423.811918258667,0.0,-0.0833333333333333,4.235164736271504e-22,26.791666666666668,HPO
tell,297784,command,5141,VERB,HYP-HPO,11.205038905143738,0.0008157551626846,0.1092436974789916,3.009265538105056e-36,27.781512605042018,HPO
say,1278162,command,5141,VERB,HYP-HPO,147.7356939315796,0.0,0.0779220779220779,7.354491775826673e-186,32.311688311688314,HPO
request,10024,command,5141,VERB,HYP-HPO,135.92315232753754,0.0,-0.2,1.8189894035458565e-12,107.825,HPO
require,92984,order,17784,VERB,HYP-HPO,0.3400737047195434,0.5597866812489365,0.0303030303030303,3.1554436208840472e-30,29.01010101010101,HYP
tell,297784,require,92984,VERB,HYP-HPO,367.306854724884,0.0,0.1382857142857143,7.939328826636877e-264,31.95542857142857,HPO
say,1278162,require,92984,VERB,HYP-HPO,102.68866467475893,0.0,0.0875949367088607,0.0,34.54548523206751,HPO
require,92984,command,5141,VERB,SYN,0.0383499860763549,0.8447420346205504,-0.4285714285714285,7.450580596923828e-09,22.678571428571427,SYN
accept,45752,submit,11350,VERB,HYP-HPO,233.7719130516052,0.0,-0.2,4.484155085839417e-44,21.30344827586207,HPO
submit,11350,consent,969,VERB,HYP-HPO,0.1953529119491577,0.6584982826194631,0.0,1.0,12.0,HYP
submit,11350,succumb,2198,VERB,HYP-HPO,1.356056809425354,0.2442220416750744,-0.0,0.25,8.333333333333334,HYP
accept,45752,bow,3390,VERB,HYP-HPO,17.993513464927673,2.216589847614525e-05,-0.0,1.1920928955078125e-07,12.541666666666666,HPO
bow,3390,consent,969,VERB,HYP-HPO,11.084574699401855,0.0008704878510658,-0.0,0.25,71.66666666666667,HYP
bow,3390,succumb,2198,VERB,HYP-HPO,0.5737751722335815,0.4487626511963736,0.0,1.0,41.0,HYP
submit,11350,bow,3390,VERB,SYN,6.738580703735352,0.0094349659016493,-0.0,0.015625,13.571428571428571,SYN
administration,42726,hierarchy,4947,NOUN,HOL-MER,6.811770915985107,0.0090558910056464,-0.0909090909090909,4.76837158203125e-07,26.181818181818183,MER
establishment,11123,hierarchy,4947,NOUN,HOL-MER,26.72041547298432,2.351241348286237e-07,0.375,3.0517578125e-05,14.25,MER
protection,26708,shade,11034,NOUN,HYP-HPO,5.44098961353302,0.0196695222041218,-0.1851851851851851,1.4901161193847656e-08,17.814814814814813,HPO
device,34227,bell,9803,NOUN,HYP-HPO,0.058771014213562,0.808449053378426,0.5,1.9073486328125e-06,18.9,HPO
statement,41974,mistake,24892,NOUN,HYP-HPO,36.53289806842804,1.5011122345143235e-09,0.081081081081081,7.703719777548943e-34,32.549549549549546,HPO
performance,56899,playing,19,NOUN,HYP-HPO,3.762672901153565,0.0524087372252215,0.0,1.0,10.0,HPO
state,214289,soul,27280,NOUN,HYP-HPO,63.79820382595062,1.3322676295501878e-15,0.1157024793388429,4.004166190366202e-146,27.16322314049587,HPO
feeling,41374,soul,27280,NOUN,HYP-HPO,146.3857980966568,0.0,0.0769230769230769,3.2626522339992623e-55,24.98901098901099,HPO
person,131990,mercenary,720,NOUN,HYP-HPO,2.7970244884490967,0.0944394200765786,-0.0,0.5,4.0,HPO
individual,47755,mercenary,720,NOUN,HYP-HPO,0.0018074512481689,0.9660888478376338,-0.0,0.5,4.5,HPO
soul,27280,mercenary,720,NOUN,HYP-HPO,0.0110095739364624,0.9164341177086156,0.0,1.0,35.0,HPO
agreement,28679,treaty,9335,NOUN,HYP-HPO,3609.563010573387,0.0,-0.0670826833073322,2.191809349008403e-193,21.293291731669267,HPO
understanding,26965,treaty,9335,NOUN,HYP-HPO,13.298689603805542,0.0002655916760277,0.0666666666666666,1.862645149230957e-09,19.73333333333333,HPO
information,122817,acquaintance,3445,NOUN,HYP-HPO,6.215342283248901,0.0126647863746419,0.2432432432432432,1.4551915228366852e-11,19.81081081081081,HPO
knowledge,54234,acquaintance,3445,NOUN,HYP-HPO,93.39155077934264,0.0,0.4181818181818181,5.551115123125783e-17,32.981818181818184,HPO
information,122817,familiarity,2249,NOUN,HYP-HPO,8.0438472032547,0.0045658464951706,-0.6428571428571429,7.450580596923828e-09,19.464285714285715,HPO
knowledge,54234,familiarity,2249,NOUN,HYP-HPO,263.7708629369736,0.0,0.036144578313253,2.0679515313825687e-25,14.048192771084338,HPO
acquaintance,3445,familiarity,2249,NOUN,SYN,25.729697227478027,3.927368790179742e-07,-0.0,0.015625,9.571428571428571,SYN
sense,93868,wisdom,12359,NOUN,HYP-HPO,216.682557463646,0.0,-0.0092592592592592,1.89911354915196e-65,17.199074074074073,HYP
apartment,25538,housing,8880,NOUN,HYP-HPO,919.199647307396,0.0,0.0300429184549356,1.448908652612274e-70,19.93991416309013,HYP
apartment,25538,lodging,370,NOUN,HYP-HPO,0.3245569467544555,0.5688818707304892,-0.0,1.0,20.0,HYP
structure,43260,apartment,25538,NOUN,HYP-HPO,1.829206466674805,0.1762213024382654,-0.1923076923076923,4.440892098500626e-16,22.65384615384616,HPO
quality,56135,resource,49913,NOUN,HYP-HPO,900.5942355394363,0.0,-0.0648567119155354,5.225680706521044e-200,21.82051282051282,HPO
vehicle,27504,vessel,10086,NOUN,HYP-HPO,14.565215706825256,0.0001353908760676,-0.1515151515151515,2.3283064365386963e-10,15.818181818181818,HPO
embody,4252,exemplify,2142,VERB,HYP-HPO,40.45251619815826,2.0145285439809868e-10,-0.2,0.001953125,18.9,HPO
